"LFQ.intensity.H1","LFQ.intensity.H2","LFQ.intensity.H3","LFQ.intensity.L1","LFQ.intensity.L2","LFQ.intensity.L3","Fasta.headers","Reverse","Only.identified.by.site","Protein.IDs","Gene.names"
0,0,0,0,0,3958800,">tr|C9JSK0|C9JSK0_HUMAN Protein unc-119 homolog A (Fragment) OS=Homo sapiens GN=UNC119 PE=4 SV=1;>sp|Q13432-2|U119A_HUMAN Isoform B of Protein unc-119 homolog A OS=Homo sapiens GN=UNC119;>sp|Q13432|U119A_HUMAN Protein unc-119 homolog A OS=Homo sapiens GN=U","","","C9JSK0;Q13432-2;Q13432;A6NIH7","UNC119;UNC119B"
15609000,14399000,12269000,12485000,18401000,21639000,">sp|Q7Z6M1|RABEK_HUMAN Rab9 effector protein with kelch motifs OS=Homo sapiens GN=RABEPK PE=1 SV=1;>tr|Q5T1S5|Q5T1S5_HUMAN Rab9 effector protein with kelch motifs (Fragment) OS=Homo sapiens GN=RABEPK PE=2 SV=1;>sp|Q7Z6M1-2|RABEK_HUMAN Isoform 2 of Rab9 eff","","","Q7Z6M1;Q5T1S5;Q7Z6M1-2;Q5T1S4","RABEPK"
16378000,16934000,16554000,6038600,7113900,7397200,">sp|P76223|YNJB_ECOLI Protein ynjB OS=Escherichia coli (strain K12) GN=ynjB PE=1 SV=2","","","P76223","ynjB"
2342600000,2700100000,2869900000,1364200000,1296100000,1369600000,">sp|P0A6L0|DEOC_ECOLI Deoxyribose-phosphate aldolase OS=Escherichia coli (strain K12) GN=deoC PE=1 SV=1","","","P0A6L0","deoC"
0,0,0,0,0,271240,">tr|C9J8P8|C9J8P8_HUMAN Armadillo repeat-containing protein 8 (Fragment) OS=Homo sapiens GN=ARMC8 PE=4 SV=1;>tr|C9JAA7|C9JAA7_HUMAN Armadillo repeat-containing protein 8 (Fragment) OS=Homo sapiens GN=ARMC8 PE=4 SV=1;>tr|C9JBY2|C9JBY2_HUMAN Armadillo repeat","","","C9J8P8;C9JAA7;C9JBY2;G5E9V7;Q8IUR7-6;G5E9V6;B7Z637;B7Z441;Q8IUR7-3;F5GWK4;Q8IUR7-2;A8MTG8;Q8IUR7","ARMC8"
1382100,475160,1300100,0,1292800,1385500,">sp|Q9UBB6-2|NCDN_HUMAN Isoform 2 of Neurochondrin OS=Homo sapiens GN=NCDN;>sp|Q9UBB6|NCDN_HUMAN Neurochondrin OS=Homo sapiens GN=NCDN PE=1 SV=1;>sp|Q9UBB6-3|NCDN_HUMAN Isoform 3 of Neurochondrin OS=Homo sapiens GN=NCDN","","","Q9UBB6-2;Q9UBB6;Q9UBB6-3;H7C2R2;C9J5H8","NCDN"
127890000,145100000,209280000,374300000,327380000,106190000,">sp|Q9C005|DPY30_HUMAN Protein dpy-30 homolog OS=Homo sapiens GN=DPY30 PE=1 SV=1;>tr|B4DIS3|B4DIS3_HUMAN Dpy-30-like protein, isoform CRA_b OS=Homo sapiens GN=LOC84661 PE=2 SV=1","","","Q9C005;B4DIS3","DPY30;LOC84661"
13167000,44184000,16185000,0,4130000,6194200,">sp|Q9UHX1-5|PUF60_HUMAN Isoform 5 of Poly(U)-binding-splicing factor PUF60 OS=Homo sapiens GN=PUF60","","","Q9UHX1-5",""
7316400,8965700,12290000,14534000,33291000,13351000,">sp|Q9Y3P9|RBGP1_HUMAN Rab GTPase-activating protein 1 OS=Homo sapiens GN=RABGAP1 PE=1 SV=3;>tr|C9JGR5|C9JGR5_HUMAN Rab GTPase-activating protein 1 (Fragment) OS=Homo sapiens GN=RABGAP1 PE=4 SV=1;>sp|Q9Y3P9-3|RBGP1_HUMAN Isoform 3 of Rab GTPase-activating","","","Q9Y3P9;C9JGR5;Q9Y3P9-3;Q9Y3P9-2;B7Z2B4;Q9Y3P9-4","RABGAP1"
272550000,252750000,102070000,148830000,135670000,190290000,">sp|P68191|SRA_ECOLI Stationary-phase-induced ribosome-associated protein OS=Escherichia coli (strain K12) GN=sra PE=1 SV=1","","","P68191","sra"
123510000,116330000,118230000,138310000,135420000,135720000,">tr|E9PFS5|E9PFS5_HUMAN Dynactin subunit 1 OS=Homo sapiens GN=DCTN1 PE=4 SV=1;>tr|E9PGE1|E9PGE1_HUMAN Dynactin subunit 1 OS=Homo sapiens GN=DCTN1 PE=4 SV=1;>tr|E7EX90|E7EX90_HUMAN Dynactin subunit 1 OS=Homo sapiens GN=DCTN1 PE=4 SV=1;>tr|A8MWX9|A8MWX9_HUMA","","","E9PFS5;E9PGE1;E7EX90;A8MWX9;A8MY36;Q14203;G5E9H4;Q14203-2;Q6AWB1;C9JZA4;C9JTE5;C9JJN7;C9JJD0;C9JKG6;E9PCY0;C9J1B7","DCTN1"
0,0,0,1238100,0,0,">sp|P0A9U1|YBHF_ECOLI Uncharacterized ABC transporter ATP-binding protein YbhF OS=Escherichia coli (strain K12) GN=ybhF PE=1 SV=1","","","P0A9U1","ybhF"
162640000,161500000,178170000,206750000,140310000,121340000,">sp|Q9BUF5|TBB6_HUMAN Tubulin beta-6 chain OS=Homo sapiens GN=TUBB6 PE=1 SV=1;>tr|B4DP54|B4DP54_HUMAN Tubulin beta-6 chain OS=Homo sapiens GN=TUBB6 PE=2 SV=1;>tr|B3KS31|B3KS31_HUMAN Tubulin beta-6 chain OS=Homo sapiens GN=TUBB6 PE=2 SV=1","","","Q9BUF5;B4DP54;B3KS31","TUBB6"
0,0,0,5198800,4447100,6548800,">sp|Q8IYT2|FTSJ1_HUMAN FtsJ methyltransferase domain-containing protein 1 OS=Homo sapiens GN=FTSJD1 PE=2 SV=2","","","Q8IYT2","FTSJD1"
0,15864000,0,19758000,11089000,19523000,">sp|Q12765|SCRN1_HUMAN Secernin-1 OS=Homo sapiens GN=SCRN1 PE=1 SV=2;>tr|C9JPG0|C9JPG0_HUMAN Secernin-1 OS=Homo sapiens GN=SCRN1 PE=4 SV=2;>tr|B8ZZP4|B8ZZP4_HUMAN Secernin-1 OS=Homo sapiens GN=SCRN1 PE=4 SV=1;>tr|C9J7U9|C9J7U9_HUMAN Secernin-1 (Fragment) O","","","Q12765;C9JPG0;B8ZZP4;C9J7U9;B4DH22;C9K052;B4DIP5","SCRN1"
1823800000,1811700000,1812200000,2767400000,2821300000,2721200000,">sp|Q14690|RRP5_HUMAN Protein RRP5 homolog OS=Homo sapiens GN=PDCD11 PE=1 SV=3;>tr|F5H7X0|F5H7X0_HUMAN Protein RRP5 homolog OS=Homo sapiens GN=PDCD11 PE=4 SV=1","","","Q14690;F5H7X0","PDCD11"
1.2457e+10,1.3942e+10,1.4995e+10,6073200000,5652600000,5755900000,">sp|P0A8T7|RPOC_ECOLI DNA-directed RNA polymerase subunit beta OS=Escherichia coli (strain K12) GN=rpoC PE=1 SV=1","","","P0A8T7;REV__P0C0V0","rpoC"
598200000,391910000,674110000,142890000,178940000,173520000,">sp|P0A6Y1|IHFB_ECOLI Integration host factor subunit beta OS=Escherichia coli (strain K12) GN=ihfB PE=1 SV=1","","","P0A6Y1","ihfB"
16357000,25465000,51606000,0,0,0,">sp|Q46919|YQCC_ECOLI Uncharacterized protein yqcC OS=Escherichia coli (strain K12) GN=yqcC PE=1 SV=1","","","Q46919","yqcC"
0,0,0,0,0,12225000,">sp|O43583|DENR_HUMAN Density-regulated protein OS=Homo sapiens GN=DENR PE=1 SV=2;>tr|F8VVL1|F8VVL1_HUMAN Density-regulated protein OS=Homo sapiens GN=DENR PE=4 SV=1","","","O43583;F8VVL1","DENR"
0,28071000,0,0,0,0,">sp|P00861|DCDA_ECOLI Diaminopimelate decarboxylase OS=Escherichia coli (strain K12) GN=lysA PE=1 SV=1","","","P00861","lysA"
0,0,3748200,0,0,0,">sp|P42596|RLMG_ECOLI Ribosomal RNA large subunit methyltransferase G OS=Escherichia coli (strain K12) GN=rlmG PE=1 SV=2","","","P42596","rlmG"
6420800000,6209400000,7059500000,3784300000,3.107e+09,3525900000,">sp|P0AG44|RL17_ECOLI 50S ribosomal protein L17 OS=Escherichia coli (strain K12) GN=rplQ PE=1 SV=1","","","P0AG44","rplQ"
39989000,19697000,15558000,30460000,42792000,21106000,">sp|O15021-1|MAST4_HUMAN Isoform 5 of Microtubule-associated serine/threonine-protein kinase 4 OS=Homo sapiens GN=MAST4;>sp|O15021|MAST4_HUMAN Microtubule-associated serine/threonine-protein kinase 4 OS=Homo sapiens GN=MAST4 PE=1 SV=3;>tr|F8WAQ9|F8WAQ9_HUM","+","","REV__O15021-1;REV__O15021;REV__F8WAQ9;REV__O15021-2;REV__O15021-3;REV__E7EWQ5;REV__H7C1I9;REV__B4DKT8",""
5777100,6771500,5508100,7402800,9408300,8011100,">sp|Q8N5F7|NKAP_HUMAN NF-kappa-B-activating protein OS=Homo sapiens GN=NKAP PE=1 SV=1","","","Q8N5F7","NKAP"
47710000,54821000,56188000,21797000,19478000,11255000,">sp|P0A8F8|UVRB_ECOLI UvrABC system protein B OS=Escherichia coli (strain K12) GN=uvrB PE=1 SV=2","","","P0A8F8","uvrB"
0,0,148240000,0,0,0,">sp|O15554|KCNN4_HUMAN Intermediate conductance calcium-activated potassium channel protein 4 OS=Homo sapiens GN=KCNN4 PE=1 SV=1","+","","REV__O15554",""
180480000,241310000,135780000,0,0,79117000,">sp|Q8NF91-4|SYNE1_HUMAN Isoform 4 of Nesprin-1 OS=Homo sapiens GN=SYNE1;>tr|E9PEL9|E9PEL9_HUMAN Nesprin-1 OS=Homo sapiens GN=SYNE1 PE=4 SV=1;>sp|Q8NF91|SYNE1_HUMAN Nesprin-1 OS=Homo sapiens GN=SYNE1 PE=1 SV=3;>tr|E7EQI5|E7EQI5_HUMAN Nesprin-1 OS=Homo sapi","+","","REV__Q8NF91-4;REV__E9PEL9;REV__Q8NF91;REV__E7EQI5;REV__E7ENN3;REV__Q8NF91-2;REV__Q8NF91-7;REV__F5GXQ8;REV__Q8NF91-5;REV__Q8NF91-6;REV__Q8NF91-8;REV__F5H422",""
0,0,0,0,0,1312200,">tr|B4DYQ6|B4DYQ6_HUMAN Calcineurin subunit B type 2 OS=Homo sapiens GN=PPP3R2 PE=2 SV=1;>tr|F6U1T9|F6U1T9_HUMAN Calcineurin subunit B type 1 OS=Homo sapiens GN=PPP3R1 PE=4 SV=1;>sp|Q96LZ3|CANB2_HUMAN Calcineurin subunit B type 2 OS=Homo sapiens GN=PPP3R2","","","B4DYQ6;F6U1T9;Q96LZ3;P63098;D3YTA9;H7BYZ3","PPP3R2;PPP3R1"
0,0,0,0,0,304550,">sp|Q9P2X0|DPM3_HUMAN Dolichol-phosphate mannosyltransferase subunit 3 OS=Homo sapiens GN=DPM3 PE=1 SV=2;>sp|Q9P2X0-2|DPM3_HUMAN Isoform 2 of Dolichol-phosphate mannosyltransferase subunit 3 OS=Homo sapiens GN=DPM3","","","Q9P2X0;Q9P2X0-2","DPM3"
45142000,43127000,43327000,68239000,83928000,67149000,">tr|E7ENJ6|E7ENJ6_HUMAN AP-1 complex subunit mu-1 OS=Homo sapiens GN=AP1M1 PE=4 SV=1;>sp|Q9BXS5|AP1M1_HUMAN AP-1 complex subunit mu-1 OS=Homo sapiens GN=AP1M1 PE=1 SV=3;>sp|Q9BXS5-2|AP1M1_HUMAN Isoform 2 of AP-1 complex subunit mu-1 OS=Homo sapiens GN=AP1M","","","E7ENJ6;Q9BXS5;Q9BXS5-2;B4DDG7;Q9Y6Q5;Q9Y6Q5-2","AP1M1"
2007500,1681800,0,2668100,2051300,2286400,">sp|O96005|CLPT1_HUMAN Cleft lip and palate transmembrane protein 1 OS=Homo sapiens GN=CLPTM1 PE=1 SV=1;>tr|B4DDS3|B4DDS3_HUMAN Cleft lip and palate associated transmembrane protein 1, isoform CRA_a OS=Homo sapiens GN=CLPTM1 PE=2 SV=1;>tr|F5H8J3|F5H8J3_HUM","","","O96005;B4DDS3;F5H8J3","CLPTM1"
11436000,14096000,12208000,8018000,7634200,12772000,">sp|Q9UIU6|SIX4_HUMAN Homeobox protein SIX4 OS=Homo sapiens GN=SIX4 PE=1 SV=2;>tr|G3V416|G3V416_HUMAN Homeobox protein SIX4 OS=Homo sapiens GN=SIX4 PE=4 SV=1;>tr|G3V2N2|G3V2N2_HUMAN Homeobox protein SIX4 OS=Homo sapiens GN=SIX4 PE=3 SV=1","","","Q9UIU6;G3V416;G3V2N2","SIX4"
0,0,1003200,0,0,0,">sp|P0A7H0|RECF_ECOLI DNA replication and repair protein recF OS=Escherichia coli (strain K12) GN=recF PE=1 SV=2","","","P0A7H0","recF"
892490000,780130000,633290000,1254700000,1049600000,926680000,">sp|O14979-3|HNRDL_HUMAN Isoform 3 of Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens GN=HNRPDL;>sp|O14979-2|HNRDL_HUMAN Isoform 2 of Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens GN=HNRPDL","","","O14979-3;O14979-2",""
0,2713900,0,6045800,6610400,5871100,">sp|Q8IVS2|FABD_HUMAN Malonyl-CoA-acyl carrier protein transacylase, mitochondrial OS=Homo sapiens GN=MCAT PE=1 SV=2","","","Q8IVS2;Q8IVS2-2","MCAT"
35199000,37022000,31355000,11389000,10452000,14617000,">sp|P76535|MURQ_ECOLI N-acetylmuramic acid 6-phosphate etherase OS=Escherichia coli (strain K12) GN=murQ PE=1 SV=1","","","P76535","murQ"
215400000,116730000,244630000,273370000,292460000,283180000,">sp|P62857|RS28_HUMAN 40S ribosomal protein S28 OS=Homo sapiens GN=RPS28 PE=1 SV=1","","","P62857","RPS28"
22945000,23381000,34886000,12866000,15208000,12099000,">sp|Q8IWV8-4|UBR2_HUMAN Isoform 4 of E3 ubiquitin-protein ligase UBR2 OS=Homo sapiens GN=UBR2;>sp|Q8IWV8|UBR2_HUMAN E3 ubiquitin-protein ligase UBR2 OS=Homo sapiens GN=UBR2 PE=1 SV=1","","","Q8IWV8-4;Q8IWV8;Q8IWV8-2;Q8IWV8-3","UBR2"
57114000,51854000,62097000,92929000,113640000,109940000,">sp|Q8TC12|RDH11_HUMAN Retinol dehydrogenase 11 OS=Homo sapiens GN=RDH11 PE=1 SV=2;>tr|G3V2G6|G3V2G6_HUMAN Retinol dehydrogenase 11 (Fragment) OS=Homo sapiens GN=RDH11 PE=4 SV=1;>sp|Q8TC12-2|RDH11_HUMAN Isoform 2 of Retinol dehydrogenase 11 OS=Homo sapiens","","","Q8TC12;G3V2G6;Q8TC12-2;G3V234;H0YIZ8;H0YJ10;H0YJ46;B4DDW0","RDH11"
14462000,26655000,18369000,26875000,36543000,35535000,">sp|O15226|NKRF_HUMAN NF-kappa-B-repressing factor OS=Homo sapiens GN=NKRF PE=1 SV=2;>tr|G3V1N1|G3V1N1_HUMAN NF-kappa-B-repressing factor OS=Homo sapiens GN=NKRF PE=4 SV=1","","","O15226;G3V1N1","NKRF"
16947000,11362000,11902000,20439000,18916000,21828000,">sp|Q96LD4|TRI47_HUMAN Tripartite motif-containing protein 47 OS=Homo sapiens GN=TRIM47 PE=1 SV=2","","","Q96LD4","TRIM47"
53149000,60798000,38032000,23606000,20724000,21416000,">sp|P02916|MALF_ECOLI Maltose transport system permease protein malF OS=Escherichia coli (strain K12) GN=malF PE=1 SV=1","","","P02916","malF"
1353400000,1400500000,1411100000,820730000,653620000,754890000,">sp|P18843|NADE_ECOLI NH(3)-dependent NAD(+) synthetase OS=Escherichia coli (strain K12) GN=nadE PE=1 SV=2","","","P18843","nadE"
9467500,0,0,11306000,12557000,10020000,">sp|Q6UWE0-2|LRSM1_HUMAN Isoform 2 of E3 ubiquitin-protein ligase LRSAM1 OS=Homo sapiens GN=LRSAM1;>sp|Q6UWE0|LRSM1_HUMAN E3 ubiquitin-protein ligase LRSAM1 OS=Homo sapiens GN=LRSAM1 PE=1 SV=1;>sp|Q6UWE0-3|LRSM1_HUMAN Isoform 3 of E3 ubiquitin-protein liga","","","Q6UWE0-2;Q6UWE0;Q6UWE0-3","LRSAM1"
8452400,13150000,7577100,8657500,16127000,13055000,">sp|P32780|TF2H1_HUMAN General transcription factor IIH subunit 1 OS=Homo sapiens GN=GTF2H1 PE=1 SV=1;>tr|B3KXE0|B3KXE0_HUMAN General transcription factor IIH subunit 1 OS=Homo sapiens GN=GTF2H1 PE=2 SV=1","","","P32780;B3KXE0;E9PI26;E9PL58;E9PM51","GTF2H1"
1599600000,1665900000,1901600000,2974100000,2391400000,2375800000,">sp|Q15459|SF3A1_HUMAN Splicing factor 3A subunit 1 OS=Homo sapiens GN=SF3A1 PE=1 SV=1;>tr|F5H048|F5H048_HUMAN Splicing factor 3A subunit 1 OS=Homo sapiens GN=SF3A1 PE=4 SV=1;>tr|E9PAW1|E9PAW1_HUMAN Splicing factor 3A subunit 1 OS=Homo sapiens GN=SF3A1 PE=","","","Q15459;F5H048;E9PAW1;H7C1L2;F8WB66;F8WC79","SF3A1"
1498300,1406600,0,1876600,1792100,1982100,">sp|Q96KC8|DNJC1_HUMAN DnaJ homolog subfamily C member 1 OS=Homo sapiens GN=DNAJC1 PE=1 SV=1;>tr|Q5T1X2|Q5T1X2_HUMAN DnaJ (Hsp40) homolog, subfamily C, member 1 OS=Homo sapiens GN=DNAJC1 PE=2 SV=1;>tr|H0Y5E9|H0Y5E9_HUMAN DnaJ homolog subfamily C member 1 (","","","Q96KC8;Q5T1X2;H0Y5E9","DNAJC1"
18608000,29746000,0,0,0,0,">sp|P24178|YFFB_ECOLI Protein YffB OS=Escherichia coli (strain K12) GN=yffB PE=1 SV=1","","","P24178","yffB"
131820000,138220000,100720000,44339000,20248000,40941000,">sp|P0AF36|ZAPB_ECOLI Cell division protein ZapB OS=Escherichia coli (strain K12) GN=zapB PE=1 SV=1","","","P0AF36","zapB"
179860000,165830000,191990000,325120000,315210000,289210000,">sp|O43592|XPOT_HUMAN Exportin-T OS=Homo sapiens GN=XPOT PE=1 SV=2","","","O43592;F8WDU6;F5GZM3;F5GYW6","XPOT"
0,0,0,0,0,302860,">sp|Q7Z6J9|SEN54_HUMAN tRNA-splicing endonuclease subunit Sen54 OS=Homo sapiens GN=TSEN54 PE=1 SV=3","","","Q7Z6J9","TSEN54"
0,154480,0,0,0,0,">sp|P0ACS9|ACRR_ECOLI HTH-type transcriptional regulator AcrR OS=Escherichia coli (strain K12) GN=acrR PE=1 SV=1","","","P0ACS9","acrR"
0,0,0,0,0,1892000,">sp|Q5JUR7|TEX30_HUMAN Testis-expressed sequence 30 protein OS=Homo sapiens GN=TEX30 PE=2 SV=1","","","Q5JUR7","TEX30"
206490000,213740000,243140000,365460000,340610000,359390000,">sp|P47897|SYQ_HUMAN Glutamine--tRNA ligase OS=Homo sapiens GN=QARS PE=1 SV=1;>tr|B4DNN3|B4DNN3_HUMAN Uncharacterized protein OS=Homo sapiens GN=QARS PE=2 SV=1;>tr|B4DWJ2|B4DWJ2_HUMAN Glutamine--tRNA ligase OS=Homo sapiens GN=QARS PE=2 SV=1","","","P47897;B4DNN3;B4DWJ2;H7C0R3;C9JSG9;C9J165;F2Z2V6","QARS"
950940000,483140000,1130500000,206460000,183680000,145220000,">sp|P69222|IF1_ECOLI Translation initiation factor IF-1 OS=Escherichia coli (strain K12) GN=infA PE=1 SV=2","","","P69222","infA"
16977000,4779800,11636000,18340000,19628000,15460000,">sp|Q9HCU5|PREB_HUMAN Prolactin regulatory element-binding protein OS=Homo sapiens GN=PREB PE=1 SV=2;>tr|B5MC98|B5MC98_HUMAN Prolactin regulatory element-binding protein OS=Homo sapiens GN=PREB PE=4 SV=1","","","Q9HCU5;B5MC98;H7C2N7;F8WCS5;H7C0W3","PREB"
58978000,65383000,68860000,55611000,36514000,67189000,">sp|Q9UI26|IPO11_HUMAN Importin-11 OS=Homo sapiens GN=IPO11 PE=1 SV=1;>sp|Q9UI26-2|IPO11_HUMAN Isoform 2 of Importin-11 OS=Homo sapiens GN=IPO11;>tr|F8WDV0|F8WDV0_HUMAN Importin-11 OS=Homo sapiens GN=IPO11 PE=4 SV=1;>tr|F5H4Y1|F5H4Y1_HUMAN Importin-11 OS=H","","","Q9UI26;Q9UI26-2;F8WDV0;F5H4Y1;H0Y8M5;D6RJB1;D6RCN7","IPO11"
2235500000,2039200000,2387500000,2907800000,2625200000,2973400000,">tr|F8W020|F8W020_HUMAN Nucleosome assembly protein 1-like 1 (Fragment) OS=Homo sapiens GN=NAP1L1 PE=3 SV=1;>tr|F8VXI6|F8VXI6_HUMAN Nucleosome assembly protein 1-like 1 (Fragment) OS=Homo sapiens GN=NAP1L1 PE=3 SV=1;>tr|F8VUX1|F8VUX1_HUMAN Nucleosome assem","","","F8W020;F8VXI6;F8VUX1;F8VY35;B3KNT8;F8W0J6;F5H4R6;H0YIV4;P55209;H0YHC3;F5H1X5;H0YH88;F8W543;F8VVB5","NAP1L1"
0,0,0,4955700,0,12623000,">sp|O94964-4|SOGA1_HUMAN Isoform 4 of Protein SOGA1 OS=Homo sapiens GN=SOGA1;>sp|O94964|SOGA1_HUMAN Protein SOGA1 OS=Homo sapiens GN=SOGA1 PE=1 SV=2;>sp|O94964-2|SOGA1_HUMAN Isoform 2 of Protein SOGA1 OS=Homo sapiens GN=SOGA1;>tr|I3L0I1|I3L0I1_HUMAN Protei","+","","REV__O94964-4;REV__O94964;REV__O94964-2;REV__I3L0I1;REV__H0YDM2",""
4160100,4359900,4259100,4322100,7500400,4280900,">sp|Q6YP21-3|KAT3_HUMAN Isoform 3 of Kynurenine--oxoglutarate transaminase 3 OS=Homo sapiens GN=CCBL2;>sp|Q6YP21|KAT3_HUMAN Kynurenine--oxoglutarate transaminase 3 OS=Homo sapiens GN=CCBL2 PE=1 SV=1","","","Q6YP21-3;Q6YP21","CCBL2"
0,0,0,0,0,3244500,">tr|A8MXP8|A8MXP8_HUMAN Reticulocalbin-2 OS=Homo sapiens GN=RCN2 PE=4 SV=1;>sp|Q14257|RCN2_HUMAN Reticulocalbin-2 OS=Homo sapiens GN=RCN2 PE=1 SV=1;>tr|F8WCY5|F8WCY5_HUMAN Reticulocalbin-2 OS=Homo sapiens GN=RCN2 PE=4 SV=1","","","A8MXP8;Q14257;F8WCY5","RCN2"
108420000,134640000,116280000,252030000,168620000,135130000,">sp|Q15021|CND1_HUMAN Condensin complex subunit 1 OS=Homo sapiens GN=NCAPD2 PE=1 SV=3;>tr|F5GZJ1|F5GZJ1_HUMAN Condensin complex subunit 1 OS=Homo sapiens GN=NCAPD2 PE=3 SV=1;>tr|E7EN77|E7EN77_HUMAN Condensin complex subunit 1 (Fragment) OS=Homo sapiens GN=","","","Q15021;F5GZJ1;E7EN77;F6SSY4;F5H431;F5GZK7","NCAPD2"
148810000,168080000,144230000,87694000,81826000,76745000,">sp|P0A734|MINE_ECOLI Cell division topological specificity factor OS=Escherichia coli (strain K12) GN=minE PE=1 SV=1","","","P0A734","minE"
9.28e+08,860830000,1043200000,1561800000,1374600000,1421900000,">sp|P52292|IMA2_HUMAN Importin subunit alpha-2 OS=Homo sapiens GN=KPNA2 PE=1 SV=1","","","P52292;A9QM74","KPNA2"
0,0,0,0,5138400,0,">sp|Q9BVJ6-2|UT14A_HUMAN Isoform 2 of U3 small nucleolar RNA-associated protein 14 homolog A OS=Homo sapiens GN=UTP14A;>tr|F8WD00|F8WD00_HUMAN U3 small nucleolar RNA-associated protein 14 homolog A OS=Homo sapiens GN=UTP14A PE=4 SV=1;>tr|E9PEL7|E9PEL7_HUMA","","","Q9BVJ6-2;F8WD00;E9PEL7;Q5TAP6;Q9BVJ6","UTP14A;UTP14C"
58199000,63064000,69468000,103140000,97260000,101020000,">sp|P49755|TMEDA_HUMAN Transmembrane emp24 domain-containing protein 10 OS=Homo sapiens GN=TMED10 PE=1 SV=2","","","P49755;G3V2K7","TMED10"
1656600000,1853300000,1894800000,2418600000,2361200000,2581200000,">sp|O00567|NOP56_HUMAN Nucleolar protein 56 OS=Homo sapiens GN=NOP56 PE=1 SV=4;>tr|Q5JXT2|Q5JXT2_HUMAN Nucleolar protein 56 (Fragment) OS=Homo sapiens GN=NOL5A PE=2 SV=1","","","O00567;Q5JXT2;H0YDU4;H0Y653;E9PDI8","NOP56;NOL5A"
174560000,125100000,144680000,79378000,138700000,85587000,">sp|P08390|USG_ECOLI USG-1 protein OS=Escherichia coli (strain K12) GN=usg PE=1 SV=1","","","P08390","usg"
1006500000,901590000,1037800000,1420200000,1440800000,1632200000,">sp|P62249|RS16_HUMAN 40S ribosomal protein S16 OS=Homo sapiens GN=RPS16 PE=1 SV=2;>tr|Q6IPX4|Q6IPX4_HUMAN 40S ribosomal protein S16 OS=Homo sapiens GN=RPS16 PE=2 SV=1","","","P62249;Q6IPX4","RPS16"
184670000,159500000,205780000,325670000,348490000,322660000,">tr|C9JB50|C9JB50_HUMAN 60S ribosomal protein L28 OS=Homo sapiens GN=RPL28 PE=4 SV=1;>tr|G5E9L2|G5E9L2_HUMAN 60S ribosomal protein L28 OS=Homo sapiens GN=RPL28 PE=4 SV=1;>tr|H0YMF4|H0YMF4_HUMAN 60S ribosomal protein L28 OS=Homo sapiens GN=RPL28 PE=4 SV=1;>","","","C9JB50;G5E9L2;H0YMF4;P46779;P46779-2;E9PB24;H0YKD8;H0YLP6","RPL28"
0,3663000,0,0,0,0,">sp|P0AAV0|YBGE_ECOLI Uncharacterized protein ybgE OS=Escherichia coli (strain K12) GN=ybgE PE=4 SV=1","","","P0AAV0","ybgE"
745300,570830,0,539590,1064100,560860,">sp|Q86SG5|S1A7A_HUMAN Protein S100-A7A OS=Homo sapiens GN=S100A7A PE=2 SV=3;>sp|P31151|S10A7_HUMAN Protein S100-A7 OS=Homo sapiens GN=S100A7 PE=1 SV=4","","","Q86SG5;P31151","S100A7A;S100A7"
0,0,0,1694800,1219600,3217400,">tr|B4DXC8|B4DXC8_HUMAN Nucleoside diphosphate kinase 7 OS=Homo sapiens GN=NME7 PE=2 SV=1;>sp|Q9Y5B8-2|NDK7_HUMAN Isoform 2 of Nucleoside diphosphate kinase 7 OS=Homo sapiens GN=NME7;>sp|Q9Y5B8|NDK7_HUMAN Nucleoside diphosphate kinase 7 OS=Homo sapiens GN=","","","B4DXC8;Q9Y5B8-2;Q9Y5B8;E9PNU1","NME7"
11393000,0,0,0,0,0,">sp|Q96IX5|USMG5_HUMAN Up-regulated during skeletal muscle growth protein 5 OS=Homo sapiens GN=USMG5 PE=1 SV=1","","","Q96IX5","USMG5"
7.122e+09,5.886e+09,5923100000,8341600000,8669800000,8659300000,">sp|P04792|HSPB1_HUMAN Heat shock protein beta-1 OS=Homo sapiens GN=HSPB1 PE=1 SV=2;>tr|B4DL87|B4DL87_HUMAN Heat shock protein beta-1 OS=Homo sapiens GN=HSPB1 PE=2 SV=1;>tr|F8WE04|F8WE04_HUMAN Heat shock protein beta-1 OS=Homo sapiens GN=HSPB1 PE=4 SV=1","","","P04792;B4DL87;F8WE04;C9J3N8","HSPB1"
34388000,36593000,11685000,17285000,10111000,22349000,">sp|P0AAT6|YBEB_ECOLI Uncharacterized protein ybeB OS=Escherichia coli (strain K12) GN=ybeB PE=1 SV=1","","","P0AAT6","ybeB"
259820000,276060000,272330000,320480000,441080000,366130000,">sp|O00764|PDXK_HUMAN Pyridoxal kinase OS=Homo sapiens GN=PDXK PE=1 SV=1;>tr|F2Z2Y4|F2Z2Y4_HUMAN Pyridoxal kinase OS=Homo sapiens GN=PDXK PE=4 SV=1;>sp|O00764-3|PDXK_HUMAN Isoform 3 of Pyridoxal kinase OS=Homo sapiens GN=PDXK;>tr|F2Z3F8|F2Z3F8_HUMAN Pyrido","","","O00764;F2Z2Y4;O00764-3;F2Z3F8;O00764-2;A8MV33","PDXK"
